object,replicate_number,replicate_value
ReductionInVarianceEqualizingHealthCapital,50,0.741774
ReductionInVarianceEqualizingHealthCapital,51,0.58685064
ReductionInVarianceEqualizingHealthCapital,52,0.67280674
ReductionInVarianceEqualizingHealthCapital,53,0.66197705
ReductionInVarianceEqualizingHealthCapital,54,0.5405805
ReductionInVarianceEqualizingHealthCapital,55,0.61437476
ReductionInVarianceEqualizingHealthCapital,56,0.6083415
ReductionInVarianceEqualizingHealthCapital,57,0.60262203
ReductionInVarianceEqualizingHealthCapital,58,0.7251238
ReductionInVarianceEqualizingHealthCapital,59,0.6566348
ReductionInVarianceEqualizingHealthCapital,60,0.55078274
ReductionInVarianceEqualizingHealthCapital,61,0.5280604
ReductionInVarianceEqualizingHealthCapital,62,0.9384636
ReductionInVarianceEqualizingHealthCapital,63,0.6567121
ReductionInVarianceEqualizingHealthCapital,64,0.5475248
ReductionInVarianceEqualizingHealthCapital,65,0.53183043
ReductionInVarianceEqualizingHealthCapital,66,0.6329176
ReductionInVarianceEqualizingHealthCapital,67,0.60678685
ReductionInVarianceEqualizingHealthCapital,68,0.82226825
ReductionInVarianceEqualizingHealthCapital,69,0.69129586
ReductionInVarianceEqualizingHealthCapital,70,0.74331987
ReductionInVarianceEqualizingHealthCapital,71,0.7226608
ReductionInVarianceEqualizingHealthCapital,72,0.67026496
ReductionInVarianceEqualizingHealthCapital,73,0.6657448
ReductionInVarianceEqualizingHealthCapital,74,0.80077434
ReductionInVarianceEqualizingHealthCapital,75,0.7346584
ReductionInVarianceEqualizingHealthCapital,76,0.76878583
ReductionInVarianceEqualizingHealthCapital,77,0.64461046
ReductionInVarianceEqualizingHealthCapital,78,0.76719344
ReductionInVarianceEqualizingHealthCapital,79,0.81725544
ReductionInVarianceEqualizingHealthCapital,80,0.8253182
ReductionInVarianceEqualizingHealthCapital,81,0.58693874
ReductionInVarianceEqualizingHealthCapital,82,0.73160845
ReductionInVarianceEqualizingHealthCapital,83,0.74765074
ReductionInVarianceEqualizingHealthCapital,84,0.6161233
ReductionInVarianceEqualizingHealthCapital,85,0.7019004
ReductionInVarianceEqualizingHealthCapital,86,0.7938524
ReductionInVarianceEqualizingHealthCapital,87,0.6666457
ReductionInVarianceEqualizingHealthCapital,88,0.63020986
ReductionInVarianceEqualizingHealthCapital,89,0.78771687
ReductionInVarianceEqualizingHealthCapital,90,0.65320426
ReductionInVarianceEqualizingHealthCapital,91,0.758984
ReductionInVarianceEqualizingHealthCapital,92,0.83568275
ReductionInVarianceEqualizingHealthCapital,93,0.77265054
ReductionInVarianceEqualizingHealthCapital,94,0.58597535
ReductionInVarianceEqualizingHealthCapital,95,0.5654037
ReductionInVarianceEqualizingHealthCapital,96,0.7453145
ReductionInVarianceEqualizingHealthCapital,97,0.6030773
ReductionInVarianceEqualizingHealthCapital,98,0.53638744
ReductionInVarianceEqualizingHealthCapital,99,0.7098648
ReductionInVarianceEqualizingHealthCapital,100,0.68493813
ReductionInVarianceEqualizingPlaceEffects,1,0.05096632
ReductionInVarianceEqualizingPlaceEffects,2,0.1694522
ReductionInVarianceEqualizingPlaceEffects,3,0.02253042
ReductionInVarianceEqualizingPlaceEffects,4,0.23155323
ReductionInVarianceEqualizingPlaceEffects,5,0.06046314
ReductionInVarianceEqualizingPlaceEffects,6,0.2389243
ReductionInVarianceEqualizingPlaceEffects,7,0.35731933
ReductionInVarianceEqualizingPlaceEffects,8,0.15010163
ReductionInVarianceEqualizingPlaceEffects,9,-0.15769324
ReductionInVarianceEqualizingPlaceEffects,10,0.13054502
ReductionInVarianceEqualizingPlaceEffects,11,-0.23572347
ReductionInVarianceEqualizingPlaceEffects,12,0.2334717
ReductionInVarianceEqualizingPlaceEffects,13,0.27596614
ReductionInVarianceEqualizingPlaceEffects,14,0.07354757
ReductionInVarianceEqualizingPlaceEffects,15,0.26169464
ReductionInVarianceEqualizingPlaceEffects,16,0.23293124
ReductionInVarianceEqualizingPlaceEffects,17,0.05515825
ReductionInVarianceEqualizingPlaceEffects,18,0.07603856
ReductionInVarianceEqualizingPlaceEffects,19,0.16026072
ReductionInVarianceEqualizingPlaceEffects,20,0.06787618
ReductionInVarianceEqualizingPlaceEffects,21,0.20846435
ReductionInVarianceEqualizingPlaceEffects,22,0.00878418
ReductionInVarianceEqualizingPlaceEffects,23,0.17120402
ReductionInVarianceEqualizingPlaceEffects,24,0.02627754
ReductionInVarianceEqualizingPlaceEffects,25,0.13342202
ReductionInVarianceEqualizingPlaceEffects,26,0.1894105
ReductionInVarianceEqualizingPlaceEffects,27,0.37143764
ReductionInVarianceEqualizingPlaceEffects,28,0.11628146
ReductionInVarianceEqualizingPlaceEffects,29,0.12093326
ReductionInVarianceEqualizingPlaceEffects,30,0.2976132
ReductionInVarianceEqualizingPlaceEffects,31,0.1889248
ReductionInVarianceEqualizingPlaceEffects,32,0.20152003
ReductionInVarianceEqualizingPlaceEffects,33,0.3929982
ReductionInVarianceEqualizingPlaceEffects,34,0.16031684
ReductionInVarianceEqualizingPlaceEffects,35,-0.06003286
ReductionInVarianceEqualizingPlaceEffects,36,-0.01244714
ReductionInVarianceEqualizingPlaceEffects,37,0.4580182
ReductionInVarianceEqualizingPlaceEffects,38,0.03346151
ReductionInVarianceEqualizingPlaceEffects,39,0.0958109
ReductionInVarianceEqualizingPlaceEffects,40,0.05456072
ReductionInVarianceEqualizingPlaceEffects,41,0.14882034
ReductionInVarianceEqualizingPlaceEffects,42,0.02939342
ReductionInVarianceEqualizingPlaceEffects,43,0.13776681
ReductionInVarianceEqualizingPlaceEffects,44,0.19888353
ReductionInVarianceEqualizingPlaceEffects,45,-0.03317832
ReductionInVarianceEqualizingPlaceEffects,46,0.21897312
ReductionInVarianceEqualizingPlaceEffects,47,-0.10289569
ReductionInVarianceEqualizingPlaceEffects,48,0.14879408
ReductionInVarianceEqualizingPlaceEffects,49,0.3917421
ReductionInVarianceEqualizingPlaceEffects,50,0.16006671
ReductionInVarianceEqualizingPlaceEffects,51,0.16437638
ReductionInVarianceEqualizingPlaceEffects,52,0.32001683
ReductionInVarianceEqualizingPlaceEffects,53,0.13874587
ReductionInVarianceEqualizingPlaceEffects,54,0.01271099
ReductionInVarianceEqualizingPlaceEffects,55,0.01429306
ReductionInVarianceEqualizingPlaceEffects,56,0.00706116
ReductionInVarianceEqualizingPlaceEffects,57,0.02406318
ReductionInVarianceEqualizingPlaceEffects,58,0.24654625
ReductionInVarianceEqualizingPlaceEffects,59,0.06261374
ReductionInVarianceEqualizingPlaceEffects,60,-0.06173714
ReductionInVarianceEqualizingPlaceEffects,61,0.01588735
ReductionInVarianceEqualizingPlaceEffects,62,0.4766001
ReductionInVarianceEqualizingPlaceEffects,63,0.16833076
ReductionInVarianceEqualizingPlaceEffects,64,0.18465778
ReductionInVarianceEqualizingPlaceEffects,65,0.07554058
ReductionInVarianceEqualizingPlaceEffects,66,-0.02768172
ReductionInVarianceEqualizingPlaceEffects,67,0.03538396
ReductionInVarianceEqualizingPlaceEffects,68,0.23694529
ReductionInVarianceEqualizingPlaceEffects,69,0.01048176
ReductionInVarianceEqualizingPlaceEffects,70,0.30399284
ReductionInVarianceEqualizingPlaceEffects,71,0.278818
ReductionInVarianceEqualizingPlaceEffects,72,0.19593713
ReductionInVarianceEqualizingPlaceEffects,73,0.18028508
ReductionInVarianceEqualizingPlaceEffects,74,0.2480239
ReductionInVarianceEqualizingPlaceEffects,75,0.16612868
ReductionInVarianceEqualizingPlaceEffects,76,0.48923764
ReductionInVarianceEqualizingPlaceEffects,77,0.2859012
ReductionInVarianceEqualizingPlaceEffects,78,0.3609182
ReductionInVarianceEqualizingPlaceEffects,79,0.2213413
ReductionInVarianceEqualizingPlaceEffects,80,0.3762932
ReductionInVarianceEqualizingPlaceEffects,81,0.12955306
ReductionInVarianceEqualizingPlaceEffects,82,0.3229719
ReductionInVarianceEqualizingPlaceEffects,83,0.15256548
ReductionInVarianceEqualizingPlaceEffects,84,0.12440507
ReductionInVarianceEqualizingPlaceEffects,85,0.1924633
ReductionInVarianceEqualizingPlaceEffects,86,0.31367248
ReductionInVarianceEqualizingPlaceEffects,87,0.1700585
ReductionInVarianceEqualizingPlaceEffects,88,0.05419312
ReductionInVarianceEqualizingPlaceEffects,89,0.3077226
ReductionInVarianceEqualizingPlaceEffects,90,0.0846733
ReductionInVarianceEqualizingPlaceEffects,91,0.1516299
ReductionInVarianceEqualizingPlaceEffects,92,0.23482741
ReductionInVarianceEqualizingPlaceEffects,93,0.12019093
ReductionInVarianceEqualizingPlaceEffects,94,0.11782087
ReductionInVarianceEqualizingPlaceEffects,95,-0.04258993
ReductionInVarianceEqualizingPlaceEffects,96,0.21834596
ReductionInVarianceEqualizingPlaceEffects,97,0.12244608
ReductionInVarianceEqualizingPlaceEffects,98,0.03023582
ReductionInVarianceEqualizingPlaceEffects,99,0.07752518
ReductionInVarianceEqualizingPlaceEffects,100,0.09985478
StandardDeviationOfTreatmentEffects,1,0.4849108
StandardDeviationOfTreatmentEffects,2,0.47021687
StandardDeviationOfTreatmentEffects,3,0.5235697
StandardDeviationOfTreatmentEffects,4,0.37836972
StandardDeviationOfTreatmentEffects,5,0.47445548
StandardDeviationOfTreatmentEffects,6,0.37384152
StandardDeviationOfTreatmentEffects,7,0.35809305
StandardDeviationOfTreatmentEffects,8,0.5393783
StandardDeviationOfTreatmentEffects,9,0.47445413
StandardDeviationOfTreatmentEffects,10,0.4152136
StandardDeviationOfTreatmentEffects,11,0.5584451
StandardDeviationOfTreatmentEffects,12,0.44018453
StandardDeviationOfTreatmentEffects,13,0.42217663
StandardDeviationOfTreatmentEffects,14,0.53037196
StandardDeviationOfTreatmentEffects,15,0.40296605
StandardDeviationOfTreatmentEffects,16,0.46628508
StandardDeviationOfTreatmentEffects,17,0.3913952
StandardDeviationOfTreatmentEffects,18,0.480217
StandardDeviationOfTreatmentEffects,19,0.461649
StandardDeviationOfTreatmentEffects,20,0.36564064
StandardDeviationOfTreatmentEffects,21,0.4257733
StandardDeviationOfTreatmentEffects,22,0.53217936
StandardDeviationOfTreatmentEffects,23,0.3814872
StandardDeviationOfTreatmentEffects,24,0.38451123
StandardDeviationOfTreatmentEffects,25,0.50642407
StandardDeviationOfTreatmentEffects,26,0.38579175
StandardDeviationOfTreatmentEffects,27,0.42030516
StandardDeviationOfTreatmentEffects,28,0.45844123
StandardDeviationOfTreatmentEffects,29,0.46448207
StandardDeviationOfTreatmentEffects,30,0.499078
StandardDeviationOfTreatmentEffects,31,0.42150944
StandardDeviationOfTreatmentEffects,32,0.48177627
StandardDeviationOfTreatmentEffects,33,0.34344628
StandardDeviationOfTreatmentEffects,34,0.5017464
StandardDeviationOfTreatmentEffects,35,0.4403783
StandardDeviationOfTreatmentEffects,36,0.40655375
StandardDeviationOfTreatmentEffects,37,0.31866264
StandardDeviationOfTreatmentEffects,38,0.4487118
StandardDeviationOfTreatmentEffects,39,0.45203972
StandardDeviationOfTreatmentEffects,40,0.49344617
StandardDeviationOfTreatmentEffects,41,0.45605853
StandardDeviationOfTreatmentEffects,42,0.46597427
StandardDeviationOfTreatmentEffects,43,0.38507837
StandardDeviationOfTreatmentEffects,44,0.4527425
StandardDeviationOfTreatmentEffects,45,0.49940252
StandardDeviationOfTreatmentEffects,46,0.48851103
StandardDeviationOfTreatmentEffects,47,0.50556046
StandardDeviationOfTreatmentEffects,48,0.42538473
StandardDeviationOfTreatmentEffects,49,0.38404465
StandardDeviationOfTreatmentEffects,50,0.41580644
StandardDeviationOfTreatmentEffects,51,0.51446295
StandardDeviationOfTreatmentEffects,52,0.460167
StandardDeviationOfTreatmentEffects,53,0.4500437
StandardDeviationOfTreatmentEffects,54,0.53728795
StandardDeviationOfTreatmentEffects,55,0.49262148
StandardDeviationOfTreatmentEffects,56,0.48615843
StandardDeviationOfTreatmentEffects,57,0.48310965
StandardDeviationOfTreatmentEffects,58,0.43022743
StandardDeviationOfTreatmentEffects,59,0.45302105
StandardDeviationOfTreatmentEffects,60,0.52344525
StandardDeviationOfTreatmentEffects,61,0.5545535
StandardDeviationOfTreatmentEffects,62,0.20689663
StandardDeviationOfTreatmentEffects,63,0.45619556
StandardDeviationOfTreatmentEffects,64,0.52095294
StandardDeviationOfTreatmentEffects,65,0.55751413
StandardDeviationOfTreatmentEffects,66,0.46649316
StandardDeviationOfTreatmentEffects,67,0.48297495
StandardDeviationOfTreatmentEffects,68,0.337108
StandardDeviationOfTreatmentEffects,69,0.42887545
StandardDeviationOfTreatmentEffects,70,0.39498207
StandardDeviationOfTreatmentEffects,71,0.42745936
StandardDeviationOfTreatmentEffects,72,0.44716045
StandardDeviationOfTreatmentEffects,73,0.4604
StandardDeviationOfTreatmentEffects,74,0.36963108
StandardDeviationOfTreatmentEffects,75,0.41904116
StandardDeviationOfTreatmentEffects,76,0.3804717
StandardDeviationOfTreatmentEffects,77,0.47721168
StandardDeviationOfTreatmentEffects,78,0.38744587
StandardDeviationOfTreatmentEffects,79,0.3454059
StandardDeviationOfTreatmentEffects,80,0.3322186
StandardDeviationOfTreatmentEffects,81,0.49005476
StandardDeviationOfTreatmentEffects,82,0.4095758
StandardDeviationOfTreatmentEffects,83,0.414728
StandardDeviationOfTreatmentEffects,84,0.48614535
StandardDeviationOfTreatmentEffects,85,0.44326964
StandardDeviationOfTreatmentEffects,86,0.37360147
StandardDeviationOfTreatmentEffects,87,0.44342488
StandardDeviationOfTreatmentEffects,88,0.4821254
StandardDeviationOfTreatmentEffects,89,0.36497897
StandardDeviationOfTreatmentEffects,90,0.46905667
StandardDeviationOfTreatmentEffects,91,0.3893816
StandardDeviationOfTreatmentEffects,92,0.32381874
StandardDeviationOfTreatmentEffects,93,0.38415048
StandardDeviationOfTreatmentEffects,94,0.5092032
StandardDeviationOfTreatmentEffects,95,0.51564085
StandardDeviationOfTreatmentEffects,96,0.3954261
StandardDeviationOfTreatmentEffects,97,0.4891208
StandardDeviationOfTreatmentEffects,98,0.5500798
StandardDeviationOfTreatmentEffects,99,0.4279498
StandardDeviationOfTreatmentEffects,100,0.43118596
