object,replicate_number,replicate_value
AmazonStarElasticity,177,0.90320253
AmazonStarElasticity,178,0.61987895
AmazonStarElasticity,179,0.63778061
AmazonStarElasticity,180,0.5661962
AmazonStarElasticity,181,0.54772645
AmazonStarElasticity,182,0.601659
AmazonStarElasticity,183,0.52415991
AmazonStarElasticity,184,0.5326919
AmazonStarElasticity,185,0.54228002
AmazonStarElasticity,186,0.59351981
AmazonStarElasticity,187,0.53437942
AmazonStarElasticity,188,0.55856138
AmazonStarElasticity,189,0.53251976
AmazonStarElasticity,190,0.58380681
AmazonStarElasticity,191,0.56830889
AmazonStarElasticity,192,0.62351406
AmazonStarElasticity,193,0.56306523
AmazonStarElasticity,194,0.58573675
AmazonStarElasticity,195,0.73786581
AmazonStarElasticity,196,0.71290326
AmazonStarElasticity,197,0.67457342
AmazonStarElasticity,198,0.59408242
AmazonStarElasticity,199,0.58673972
AmazonStarElasticity,200,0.58489716
AmazonStarElasticity,201,0.65007198
AmazonStarElasticity,202,0.61864644
AmazonStarElasticity,203,0.58886802
AmazonStarElasticity,204,0.64338708
AmazonStarElasticity,205,0.75550824
AmazonStarElasticity,206,0.63027799
AmazonStarElasticity,207,0.69468153
AmazonStarElasticity,208,0.54111677
AmazonStarElasticity,209,0.6715669
AmazonStarElasticity,210,0.62999445
AmazonStarElasticity,211,0.63573563
AmazonStarElasticity,212,0.72585481
AmazonStarElasticity,213,0.90976357
AmazonStarElasticity,214,0.61581528
AmazonStarElasticity,215,0.56055766
AmazonStarElasticity,216,0.6844213
AmazonStarElasticity,217,0.65117812
AmazonStarElasticity,218,0.57497287
AmazonStarElasticity,219,0.56618351
AmazonStarElasticity,220,0.60318613
AmazonStarElasticity,221,0.68738198
AmazonStarElasticity,222,0.63291097
AmazonStarElasticity,223,0.60279024
AmazonStarElasticity,224,0.57729852
AmazonStarElasticity,225,0.66390258
AmazonStarElasticity,226,0.68241221
AmazonStarElasticity,227,0.72393036
AmazonStarElasticity,228,0.72758728
AmazonStarElasticity,229,0.49961028
AmazonStarElasticity,230,0.68144655
AmazonStarElasticity,231,0.65841067
AmazonStarElasticity,232,0.69894755
AmazonStarElasticity,233,0.74564737
AmazonStarElasticity,234,0.64687037
AmazonStarElasticity,235,0.5713113
AmazonStarElasticity,236,0.56468928
AmazonStarElasticity,237,0.57939827
AmazonStarElasticity,238,0.68261635
AmazonStarElasticity,239,0.56389928
AmazonStarElasticity,240,0.64069158
AmazonStarElasticity,241,0.57744962
AmazonStarElasticity,242,0.8289873
AmazonStarElasticity,243,0.66246808
AmazonStarElasticity,244,0.59382296
AmazonStarElasticity,245,0.59559917
AmazonStarElasticity,246,0.64996296
AmazonStarElasticity,247,0.58796489
AmazonStarElasticity,248,0.52921391
AmazonStarElasticity,249,0.53010958
AmazonStarElasticity,250,0.58212811
AmazonStarElasticity,251,0.68695873
AmazonStarElasticity,252,0.62839127
AmazonStarElasticity,253,0.66568202
AmazonStarElasticity,254,0.70445377
AmazonStarElasticity,255,0.54679406
AmazonStarElasticity,256,0.7718069
AmazonStarElasticity,257,0.59401
AmazonStarElasticity,258,0.58041376
AmazonStarElasticity,259,0.73922914
AmazonStarElasticity,260,0.50104141
AmazonStarElasticity,261,0.63726395
AmazonStarElasticity,262,0.56849009
AmazonStarElasticity,263,0.69023556
AmazonStarElasticity,264,0.60608441
AmazonStarElasticity,265,0.61496139
AmazonStarElasticity,266,0.66792446
AmazonStarElasticity,267,0.59843403
AmazonStarElasticity,268,0.55710304
AmazonStarElasticity,269,0.77766263
AmazonStarElasticity,270,0.51756275
AmazonStarElasticity,271,0.55659473
AmazonStarElasticity,272,0.70142764
AmazonStarElasticity,273,0.71148598
AmazonStarElasticity,274,0.62354696
AmazonStarElasticity,275,0.62687862
AmazonStarElasticity,276,0.58958042
AmazonStarElasticity,277,0.62279648
AmazonStarElasticity,278,0.64191657
AmazonStarElasticity,279,0.62929398
AmazonStarElasticity,280,0.67693061
AmazonStarElasticity,281,0.68329817
AmazonStarElasticity,282,0.5666098
AmazonStarElasticity,283,0.58309525
AmazonStarElasticity,284,0.69833487
AmazonStarElasticity,285,0.64270025
AmazonStarElasticity,286,0.73232967
AmazonStarElasticity,287,0.56729424
AmazonStarElasticity,288,0.56280673
AmazonStarElasticity,289,0.58914065
AmazonStarElasticity,290,0.66024321
AmazonStarElasticity,291,0.63557327
AmazonStarElasticity,292,0.77602255
AmazonStarElasticity,293,0.67579269
AmazonStarElasticity,294,0.62401503
AmazonStarElasticity,295,0.64394277
AmazonStarElasticity,296,0.55799651
AmazonStarElasticity,297,0.60003984
AmazonStarElasticity,298,0.62382036
AmazonStarElasticity,299,0.62076545
AmazonStarElasticity,300,0.63873059
AmazonStarElasticity,301,0.69068027
AmazonStarElasticity,302,0.61544687
AmazonStarElasticity,303,0.56754154
AmazonStarElasticity,304,0.73980856
AmazonStarElasticity,305,0.63978833
AmazonStarElasticity,306,0.86709172
AmazonStarElasticity,307,0.73488927
AmazonStarElasticity,308,0.66317773
AmazonStarElasticity,309,0.59018624
AmazonStarElasticity,310,0.63419664
AmazonStarElasticity,311,0.58706051
AmazonStarElasticity,312,0.60309613
AmazonStarElasticity,313,0.53201795
AmazonStarElasticity,314,0.67513853
AmazonStarElasticity,315,0.53595597
AmazonStarElasticity,316,0.5789302
AmazonStarElasticity,317,0.63943207
AmazonStarElasticity,318,0.64296037
AmazonStarElasticity,319,0.94961309
AmazonStarElasticity,320,0.51038504
AmazonStarElasticity,321,0.56379068
AmazonStarElasticity,322,0.56564635
AmazonStarElasticity,323,0.77301639
AmazonStarElasticity,324,0.4945865
AmazonStarElasticity,325,0.67904329
AmazonStarElasticity,326,0.8145656
AmazonStarElasticity,327,0.56845605
AmazonStarElasticity,328,0.64852446
AmazonStarElasticity,329,0.64976603
AmazonStarElasticity,330,0.54848027
AmazonStarElasticity,331,0.53039199
AmazonStarElasticity,332,0.66481501
AmazonStarElasticity,333,0.75818497
AmazonStarElasticity,334,0.64541823
AmazonStarElasticity,335,0.69061482
AmazonStarElasticity,336,0.62449908
AmazonStarElasticity,337,0.5643279
AmazonStarElasticity,338,0.69548029
AmazonStarElasticity,339,0.84641427
AmazonStarElasticity,340,0.57099724
AmazonStarElasticity,341,0.65316749
AmazonStarElasticity,342,0.54433054
AmazonStarElasticity,343,0.64678276
AmazonStarElasticity,344,0.54302061
AmazonStarElasticity,345,0.65896106
AmazonStarElasticity,346,0.53737897
AmazonStarElasticity,347,0.5970307
AmazonStarElasticity,348,0.61253554
AmazonStarElasticity,349,0.67695284
AmazonStarElasticity,350,0.69004738
AmazonStarElasticity,351,0.68681282
AmazonStarElasticity,352,0.51670414
AmazonStarElasticity,353,0.56136739
AmazonStarElasticity,354,0.70057166
AmazonStarElasticity,355,0.50917947
AmazonStarElasticity,356,0.80224121
AmazonStarElasticity,357,0.64366597
AmazonStarElasticity,358,0.65033221
AmazonStarElasticity,359,0.57042009
AmazonStarElasticity,360,0.78847492
AmazonStarElasticity,361,0.54551351
AmazonStarElasticity,362,0.70584875
AmazonStarElasticity,363,0.67003042
AmazonStarElasticity,364,0.58550054
AmazonStarElasticity,365,0.55146825
AmazonStarElasticity,366,0.68586498
AmazonStarElasticity,367,0.55904323
AmazonStarElasticity,368,0.84917212
AmazonStarElasticity,369,0.70966136
AmazonStarElasticity,370,0.6960758
AmazonStarElasticity,371,0.71862727
AmazonStarElasticity,372,0.63520807
AmazonStarElasticity,373,0.6449967
AmazonStarElasticity,374,0.54291934
AmazonStarElasticity,375,0.56539083
AmazonStarElasticity,376,0.62331998
AmazonStarElasticity,377,0.4852826
AmazonStarElasticity,378,0.59006476
AmazonStarElasticity,379,0.56329978
AmazonStarElasticity,380,0.58320278
AmazonStarElasticity,381,0.56361049
AmazonStarElasticity,382,0.49392822
AmazonStarElasticity,383,0.68139297
AmazonStarElasticity,384,0.55259168
AmazonStarElasticity,385,1.03741705
AmazonStarElasticity,386,0.7448653
AmazonStarElasticity,387,0.78504568
AmazonStarElasticity,388,0.47916698
AmazonStarElasticity,389,0.56278259
AmazonStarElasticity,390,0.67128724
AmazonStarElasticity,391,0.63258475
AmazonStarElasticity,392,0.75346214
AmazonStarElasticity,393,0.56702513
AmazonStarElasticity,394,0.68573153
AmazonStarElasticity,395,0.67298347
AmazonStarElasticity,396,0.71846592
AmazonStarElasticity,397,0.59120661
AmazonStarElasticity,398,0.6219036
AmazonStarElasticity,399,0.76921296
AmazonStarElasticity,400,0.60014659
AmazonStarElasticity,401,0.66583133
AmazonStarElasticity,402,0.560875
AmazonStarElasticity,403,0.64385569
AmazonStarElasticity,404,0.54336351
AmazonStarElasticity,405,0.87556863
AmazonStarElasticity,406,0.65382421
AmazonStarElasticity,407,0.84283429
AmazonStarElasticity,408,0.81479424
AmazonStarElasticity,409,0.55704665
AmazonStarElasticity,410,0.64682674
AmazonStarElasticity,411,0.66049856
AmazonStarElasticity,412,0.52223241
AmazonStarElasticity,413,0.70006132
AmazonStarElasticity,414,0.678738
AmazonStarElasticity,415,0.69599688
AmazonStarElasticity,416,0.6624611
AmazonStarElasticity,417,0.59480524
AmazonStarElasticity,418,0.60634327
AmazonStarElasticity,419,0.6602754
AmazonStarElasticity,420,0.50128704
AmazonStarElasticity,421,0.93346119
AmazonStarElasticity,422,0.49978337
AmazonStarElasticity,423,0.5895834
AmazonStarElasticity,424,0.60387808
AmazonStarElasticity,425,0.6416238
AmazonStarElasticity,426,0.55079681
AmazonStarElasticity,427,0.59424669
AmazonStarElasticity,428,0.69626623
AmazonStarElasticity,429,0.61576605
AmazonStarElasticity,430,0.62268686
AmazonStarElasticity,431,0.63170362
AmazonStarElasticity,432,0.60087591
AmazonStarElasticity,433,0.43870738
AmazonStarElasticity,434,0.70161563
AmazonStarElasticity,435,0.5877741
AmazonStarElasticity,436,0.73752135
AmazonStarElasticity,437,0.52226216
AmazonStarElasticity,438,0.70499277
AmazonStarElasticity,439,0.6831075
AmazonStarElasticity,440,0.57308555
AmazonStarElasticity,441,0.58694607
AmazonStarElasticity,442,0.6963973
AmazonStarElasticity,443,0.69944614
AmazonStarElasticity,444,0.60152692
AmazonStarElasticity,445,0.72670275
AmazonStarElasticity,446,0.58812886
AmazonStarElasticity,447,0.66748494
AmazonStarElasticity,448,0.75078315
AmazonStarElasticity,449,0.59056932
AmazonStarElasticity,450,0.58203566
AmazonStarElasticity,451,0.68566352
AmazonStarElasticity,452,0.58352751
AmazonStarElasticity,453,0.53569096
AmazonStarElasticity,454,0.58849317
AmazonStarElasticity,455,0.76250768
AmazonStarElasticity,456,0.59511465
AmazonStarElasticity,457,0.64839447
AmazonStarElasticity,458,0.56756604
AmazonStarElasticity,459,0.68215358
AmazonStarElasticity,460,0.58203101
AmazonStarElasticity,461,0.6405248
AmazonStarElasticity,462,0.78547817
AmazonStarElasticity,463,0.53227854
AmazonStarElasticity,464,0.62358105
AmazonStarElasticity,465,0.57929665
AmazonStarElasticity,466,0.55220258
AmazonStarElasticity,467,0.52037674
AmazonStarElasticity,468,0.67517269
AmazonStarElasticity,469,0.54047877
AmazonStarElasticity,470,0.55296838
AmazonStarElasticity,471,0.57680255
AmazonStarElasticity,472,0.52715844
AmazonStarElasticity,473,0.64938676
AmazonStarElasticity,474,0.64119142
AmazonStarElasticity,475,0.59035635
AmazonStarElasticity,476,0.60268378
AmazonStarElasticity,477,0.69280571
AmazonStarElasticity,478,0.51233119
AmazonStarElasticity,479,0.56730896
AmazonStarElasticity,480,0.64235151
AmazonStarElasticity,481,0.56957465
AmazonStarElasticity,482,0.57119542
AmazonStarElasticity,483,0.65783703
AmazonStarElasticity,484,0.64976466
AmazonStarElasticity,485,0.57835025
AmazonStarElasticity,486,0.64144564
AmazonStarElasticity,487,0.49091405
AmazonStarElasticity,488,0.6482172
AmazonStarElasticity,489,0.73343319
AmazonStarElasticity,490,0.66518539
AmazonStarElasticity,491,0.63799828
AmazonStarElasticity,492,0.57162285
AmazonStarElasticity,493,0.56871325
AmazonStarElasticity,494,0.79334718
AmazonStarElasticity,495,0.644225
AmazonStarElasticity,496,0.65616512
AmazonStarElasticity,497,0.53339279
AmazonStarElasticity,498,0.62000257
AmazonStarElasticity,499,0.64488584
AmazonStarElasticity,500,0.57698077
AnnualPercentageIncreaseFollowingNYT,1,2.2887249
AnnualPercentageIncreaseFollowingNYT,2,1.6370182
AnnualPercentageIncreaseFollowingNYT,3,2.30914807
AnnualPercentageIncreaseFollowingNYT,4,2.51256466
AnnualPercentageIncreaseFollowingNYT,5,2.86675429
AnnualPercentageIncreaseFollowingNYT,6,1.87171745
AnnualPercentageIncreaseFollowingNYT,7,1.95588255
AnnualPercentageIncreaseFollowingNYT,8,1.97988546
AnnualPercentageIncreaseFollowingNYT,9,2.09459138
AnnualPercentageIncreaseFollowingNYT,10,2.76068807
AnnualPercentageIncreaseFollowingNYT,11,2.50451732
AnnualPercentageIncreaseFollowingNYT,12,1.53429925
AnnualPercentageIncreaseFollowingNYT,13,2.16167402
AnnualPercentageIncreaseFollowingNYT,14,1.75095057
AnnualPercentageIncreaseFollowingNYT,15,2.59058738
AnnualPercentageIncreaseFollowingNYT,16,2.29498053
AnnualPercentageIncreaseFollowingNYT,17,1.99319983
AnnualPercentageIncreaseFollowingNYT,18,1.85534883
AnnualPercentageIncreaseFollowingNYT,19,2.19777107
AnnualPercentageIncreaseFollowingNYT,20,2.25538778
AnnualPercentageIncreaseFollowingNYT,21,1.8875984
AnnualPercentageIncreaseFollowingNYT,22,2.20139694
AnnualPercentageIncreaseFollowingNYT,23,2.18990469
AnnualPercentageIncreaseFollowingNYT,24,1.63612127
AnnualPercentageIncreaseFollowingNYT,25,2.46222806
AnnualPercentageIncreaseFollowingNYT,26,2.47064424
AnnualPercentageIncreaseFollowingNYT,27,2.05143857
AnnualPercentageIncreaseFollowingNYT,28,2.33741832
AnnualPercentageIncreaseFollowingNYT,29,2.11822581
AnnualPercentageIncreaseFollowingNYT,30,1.52102315
AnnualPercentageIncreaseFollowingNYT,31,2.18475533
AnnualPercentageIncreaseFollowingNYT,32,1.68440628
AnnualPercentageIncreaseFollowingNYT,33,1.95406151
AnnualPercentageIncreaseFollowingNYT,34,1.82574153
AnnualPercentageIncreaseFollowingNYT,35,2.32237744
AnnualPercentageIncreaseFollowingNYT,36,1.9565984
AnnualPercentageIncreaseFollowingNYT,37,3.24879789
AnnualPercentageIncreaseFollowingNYT,38,3.08656645
AnnualPercentageIncreaseFollowingNYT,39,2.25562143
AnnualPercentageIncreaseFollowingNYT,40,2.36018372
AnnualPercentageIncreaseFollowingNYT,41,1.76089084
AnnualPercentageIncreaseFollowingNYT,42,2.33904457
AnnualPercentageIncreaseFollowingNYT,43,2.14757109
AnnualPercentageIncreaseFollowingNYT,44,2.67192245
AnnualPercentageIncreaseFollowingNYT,45,2.23835444
AnnualPercentageIncreaseFollowingNYT,46,1.80530095
AnnualPercentageIncreaseFollowingNYT,47,2.25899434
AnnualPercentageIncreaseFollowingNYT,48,2.70087457
AnnualPercentageIncreaseFollowingNYT,49,2.30523682
AnnualPercentageIncreaseFollowingNYT,50,2.01799583
AnnualPercentageIncreaseFollowingNYT,51,2.90015841
AnnualPercentageIncreaseFollowingNYT,52,2.028265
AnnualPercentageIncreaseFollowingNYT,53,2.3163588
AnnualPercentageIncreaseFollowingNYT,54,2.80013847
AnnualPercentageIncreaseFollowingNYT,55,1.9057498
AnnualPercentageIncreaseFollowingNYT,56,2.42710781
AnnualPercentageIncreaseFollowingNYT,57,2.76082015
AnnualPercentageIncreaseFollowingNYT,58,2.18963218
AnnualPercentageIncreaseFollowingNYT,59,2.39026475
AnnualPercentageIncreaseFollowingNYT,60,2.431602
AnnualPercentageIncreaseFollowingNYT,61,2.61474323
AnnualPercentageIncreaseFollowingNYT,62,2.012398
AnnualPercentageIncreaseFollowingNYT,63,2.75517297
AnnualPercentageIncreaseFollowingNYT,64,1.82030189
AnnualPercentageIncreaseFollowingNYT,65,2.76261258
AnnualPercentageIncreaseFollowingNYT,66,1.56478345
AnnualPercentageIncreaseFollowingNYT,67,1.91771829
AnnualPercentageIncreaseFollowingNYT,68,2.08406997
AnnualPercentageIncreaseFollowingNYT,69,2.5771811
AnnualPercentageIncreaseFollowingNYT,70,2.13968515
AnnualPercentageIncreaseFollowingNYT,71,2.48514795
AnnualPercentageIncreaseFollowingNYT,72,1.82701921
AnnualPercentageIncreaseFollowingNYT,73,1.91859508
AnnualPercentageIncreaseFollowingNYT,74,2.6932652
AnnualPercentageIncreaseFollowingNYT,75,2.18247342
AnnualPercentageIncreaseFollowingNYT,76,1.82663715
AnnualPercentageIncreaseFollowingNYT,77,1.74861145
AnnualPercentageIncreaseFollowingNYT,78,3.76018095
AnnualPercentageIncreaseFollowingNYT,79,2.11778736
AnnualPercentageIncreaseFollowingNYT,80,2.34944582
AnnualPercentageIncreaseFollowingNYT,81,2.0304811
AnnualPercentageIncreaseFollowingNYT,82,1.94671369
AnnualPercentageIncreaseFollowingNYT,83,2.33332801
AnnualPercentageIncreaseFollowingNYT,84,2.30978489
AnnualPercentageIncreaseFollowingNYT,85,2.33230996
AnnualPercentageIncreaseFollowingNYT,86,3.08551002
AnnualPercentageIncreaseFollowingNYT,87,1.85089457
AnnualPercentageIncreaseFollowingNYT,88,2.56254983
AnnualPercentageIncreaseFollowingNYT,89,2.007056
AnnualPercentageIncreaseFollowingNYT,90,1.88604331
AnnualPercentageIncreaseFollowingNYT,91,2.91457343
AnnualPercentageIncreaseFollowingNYT,92,2.46660829
AnnualPercentageIncreaseFollowingNYT,93,2.4438684
AnnualPercentageIncreaseFollowingNYT,94,3.13690352
AnnualPercentageIncreaseFollowingNYT,95,1.93783057
AnnualPercentageIncreaseFollowingNYT,96,2.05062509
AnnualPercentageIncreaseFollowingNYT,97,1.85049045
AnnualPercentageIncreaseFollowingNYT,98,2.2329495
AnnualPercentageIncreaseFollowingNYT,99,2.19600391
AnnualPercentageIncreaseFollowingNYT,100,2.9111073
AnnualPercentageIncreaseFollowingNYT,101,2.16500354
AnnualPercentageIncreaseFollowingNYT,102,2.40984797
AnnualPercentageIncreaseFollowingNYT,103,2.14460206
AnnualPercentageIncreaseFollowingNYT,104,2.69528317
AnnualPercentageIncreaseFollowingNYT,105,2.25519228
AnnualPercentageIncreaseFollowingNYT,106,1.92140722
AnnualPercentageIncreaseFollowingNYT,107,2.59879375
AnnualPercentageIncreaseFollowingNYT,108,2.00070906
AnnualPercentageIncreaseFollowingNYT,109,2.48031259
AnnualPercentageIncreaseFollowingNYT,110,2.04848242
AnnualPercentageIncreaseFollowingNYT,111,1.95502913
AnnualPercentageIncreaseFollowingNYT,112,3.65762353
AnnualPercentageIncreaseFollowingNYT,113,2.76288581
AnnualPercentageIncreaseFollowingNYT,114,4.59864092
AnnualPercentageIncreaseFollowingNYT,115,1.48025858
AnnualPercentageIncreaseFollowingNYT,116,2.43183398
AnnualPercentageIncreaseFollowingNYT,117,1.90770841
AnnualPercentageIncreaseFollowingNYT,118,1.72719336
AnnualPercentageIncreaseFollowingNYT,119,2.02191305
AnnualPercentageIncreaseFollowingNYT,120,1.55539382
AnnualPercentageIncreaseFollowingNYT,121,1.84529412
AnnualPercentageIncreaseFollowingNYT,122,1.84687698
AnnualPercentageIncreaseFollowingNYT,123,2.15296698
AnnualPercentageIncreaseFollowingNYT,124,1.70917821
AnnualPercentageIncreaseFollowingNYT,125,1.97676349
AnnualPercentageIncreaseFollowingNYT,126,2.64774203
AnnualPercentageIncreaseFollowingNYT,127,2.05815077
AnnualPercentageIncreaseFollowingNYT,128,2.79624128
AnnualPercentageIncreaseFollowingNYT,129,2.73987103
AnnualPercentageIncreaseFollowingNYT,130,3.04036593
AnnualPercentageIncreaseFollowingNYT,131,2.72252369
AnnualPercentageIncreaseFollowingNYT,132,2.21068978
AnnualPercentageIncreaseFollowingNYT,133,2.51060748
AnnualPercentageIncreaseFollowingNYT,134,1.92610145
AnnualPercentageIncreaseFollowingNYT,135,2.05485582
AnnualPercentageIncreaseFollowingNYT,136,1.77836967
AnnualPercentageIncreaseFollowingNYT,137,2.86325169
AnnualPercentageIncreaseFollowingNYT,138,1.74736607
AnnualPercentageIncreaseFollowingNYT,139,2.58393478
AnnualPercentageIncreaseFollowingNYT,140,1.99243259
AnnualPercentageIncreaseFollowingNYT,141,2.40244675
AnnualPercentageIncreaseFollowingNYT,142,2.14508581
AnnualPercentageIncreaseFollowingNYT,143,2.37059927
AnnualPercentageIncreaseFollowingNYT,144,1.91439092
AnnualPercentageIncreaseFollowingNYT,145,2.39471459
AnnualPercentageIncreaseFollowingNYT,146,1.68585992
AnnualPercentageIncreaseFollowingNYT,147,1.79219174
AnnualPercentageIncreaseFollowingNYT,148,2.42982507
AnnualPercentageIncreaseFollowingNYT,149,2.39099431
AnnualPercentageIncreaseFollowingNYT,150,2.46741223
AnnualPercentageIncreaseFollowingNYT,151,2.57337403
AnnualPercentageIncreaseFollowingNYT,152,2.15036988
AnnualPercentageIncreaseFollowingNYT,153,1.98354292
AnnualPercentageIncreaseFollowingNYT,154,2.47366261
