citation,shortname_object,description_object,object_in_abstract,page_obj_mentioned_intro,estimate,estimate_page,estimate_table,estimate_figure,bootstrap_se,bootstrap_statistic_page,other_bootstrapped_statistic,other_statistic_value,type_of_bootstrap,description_of_statistic_bootstrapped,model_type,model_page,parameter_type,parameter_type_page,domain_of_obj,why_bootstrap,why_bootstrap_page,n_replicates,cluster_of_bootstrap,source_cluster,location_within_archive,can_produce_replicates,notes
Weaver_2021,HealthAllAppUB,Upper bound on SPI if all eligible applicants applied as proportion of best hire with health knowledge prefactual,1,3095,0.834,3112,,3,,,95% CI,[; 0.891],Block Bootstrap,Upper bound on ratio of quality between hire under selection from health knowledge test and best hire for all applicants,nonlinear,3111,nonlinear function of estimated parameters,3111,between 0 and 1,,,2000,supervisor,3112,,R,Estimate obtained from webplotdigitizer
Weaver_2021,HealthEndogInUB,Upper bound on SPI with endogenous applicants as proportion of best hire with health knowledge prefactual,1,3095,0.851,3112,,3,,,95% CI,[; 0.901],Block Bootstrap,Upper bound on ratio of quality between hire under selection from health knowledge test and best hire with endogenous applicants,nonlinear,3111,nonlinear function of estimated parameters,3111,between 0 and 1,,,2000,supervisor,3112,,R,Estimate obtained from webplotdigitizer
Weaver_2021,HealthStatedUB,Upper bound on SPI for stated applicants as proportion of best hire with health knowledge prefactual,1,3095,0.811,3112,,3,,,95% CI,[; 0.869],Block Bootstrap,Upper bound on ratio of quality between hire under selection from health knowledge test and best hire for stated applicants,nonlinear,3111,nonlinear function of estimated parameters,3111,between 0 and 1,,,2000,supervisor,3112,,R,Estimate obtained from webplotdigitizer
Weaver_2021,GvmntObsAppUB,Upper bound on SPI for observed applicants as proportion of best hire with government system prefactual,1,3095,0.892,3112,,3,,,95% CI,[; 0.934],Block Bootstrap,Upper bound on ratio of quality between hire under selection from qualitative examination and best hire for observed applicants,nonlinear,3111,nonlinear function of estimated parameters,3111,between 0 and 1,,,2000,supervisor,3112,,R,Estimate obtained from webplotdigitizer
Weaver_2021,GvmntAllAppUB,Upper bound on SPI if all eligible applicants applied as proportion of best hire with government system prefactual,1,3095,0.904,3112,,3,,,95% CI,[; 0.942],Block Bootstrap,Upper bound on ratio of quality between hire under selection from qualitative examination and best hire for all applicants,nonlinear,3111,nonlinear function of estimated parameters,3111,between 0 and 1,,,2000,supervisor,3112,,R,Estimate obtained from webplotdigitizer
Weaver_2021,GvmntEndogAppUB,Upper bound on SPI with endogenous applicants applied as proportion of best hire with government system prefactual,1,3095,0.9,3112,,3,,,95% CI,[; 0.937],Block Bootstrap,Upper bound on ratio of quality between hire under selection from qualitative examination and best hire with endogenous applicants,nonlinear,3111,nonlinear function of estimated parameters,3111,between 0 and 1,,,2000,supervisor,3112,,R,Estimate obtained from webplotdigitizer
Weaver_2021,WealthSPI,Regression coefficient between wealth/SPI correlation and SPI of supervisor,1,3096,0.917,3117,4,,0.41,3117,,,Block Bootstrap,Regression coefficient b/w wealth/SPI correlation in a cluster and SPI of supervisor,linear,3117,linear function of estimated parameters,3117,reals,Since SPI is a constructed regressor standard clustered standard errors will overestimate the true level of precision,3117,500,supervisor,3117,,R,
Weaver_2021,WealthFunc,Regression coefficient between wealth/SPI correlationand functionality score in a cluster of applicants,1,3096,0.741,3117,4,,0.36,3117,,,Block Bootstrap,Regression coefficient b/w wealth/SPI correlation in a cluster and increase in clusters' functionality score,linear,3117,linear function of estimated parameters,3117,reals,Since SPI is a constructed regressor standard clustered standard errors will overestimate the true level of precision,3117,500,supervisor,3117,,R,
Weaver_2021,WealthInstDeliv,Regression coefficient between wealth/SPI correlation and institutional delivery in a cluster of applicants,1,3096,0.0229,3117,4,,0.011,3117,,,Block Bootstrap,Regression coefficient b/w wealth/SPI correlation in a cluster and increase in clusters' institutional delivery,linear,3117,linear function of estimated parameters,3117,reals,Since SPI is a constructed regressor standard clustered standard errors will overestimate the true level of precision,3117,500,supervisor,3117,,R,
Weaver_2021,WealthNewCheck,Regression coefficient between wealth/SPI correlation and newborn checkups in a cluster of applicants,1,3096,0.0115,3117,4,,0.0061,3117,,,Block Bootstrap,Regression coefficient b/w wealth/SPI correlation in a cluster and increase in newborn checkups within the cluster,linear,3117,linear function of estimated parameters,3117,reals,Since SPI is a constructed regressor standard clustered standard errors will overestimate the true level of precision,3117,500,supervisor,3117,,R,
Weaver_2021,WealthNutCoun,Regression coefficient between wealth/SPI correlation and nutritional counseling in a cluster of applicants,1,3096,0.00769,3117,4,,0.0048,3117,,,Block Bootstrap,Regression coefficient b/w wealth/SPI correlation in a cluster and level of nutritional counseling within the cluster,linear,3117,linear function of estimated parameters,3117,reals,Since SPI is a constructed regressor standard clustered standard errors will overestimate the true level of precision,3117,500,supervisor,3117,,R,
Weaver_2021,WealthDots,Regression coefficient between wealth/SPI correlation and DOTS provider in a cluster of applicants,1,3096,0.000909,3117,4,,0.0041,3117,,,Block Bootstrap,Regression coefficient b/w wealth/SPI correlation in a cluster and level of observed tuberculosis treatment within the cluster,linear,3117,linear function of estimated parameters,3117,reals,Since SPI is a constructed regressor standard clustered standard errors will overestimate the true level of precision,3117,500,supervisor,3117,,R,
Braguinsky_Ohyama_Okazaki_Syverson_2021,UpgradesCum,Regression coefficient between log change in firm growth and cumulative upgrade trials,1,3796,-0.014,3817,5,,0.014,3817,,,Block Bootstrap,Regression coefficient,linear,3814,linear function of estimated parameters,3817,reals,Because we use a constructed regressor,3816,1000,firm,3816,,Y,bootstrap standard errors are corrected after correspondence with authors
Braguinsky_Ohyama_Okazaki_Syverson_2021,UpgradesCumFracLow,Regression coefficient between log change in firm growth and upgrade trials x fraction of low-end products,1,3796,0.081,3817,5,,0.034,3817,,,Block Bootstrap,Regression coefficient,linear,3814,linear function of estimated parameters,3817,reals,Because we use a constructed regressor,3816,1000,firm,3816,,Y,bootstrap standard errors are corrected after correspondence with authors
